REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2023/2024,"All census metropolitan areas, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590321387,194.1.1.1,116882
2017/2018,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,80354
2018/2019,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,80003
2019/2020,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,85032
2020/2021,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,89150
2021/2022,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,89916
2022/2023,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,94794
2023/2024,"All census metropolitan areas, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590321729,194.2.1.1,97697
2017/2018,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,130116
2018/2019,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,136636
2019/2020,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,124729
2020/2021,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,105804
2021/2022,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,221616
2022/2023,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,194074
2023/2024,"All census metropolitan areas, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590322071,194.3.1.1,191369
2017/2018,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,39706
2018/2019,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,38178
2019/2020,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,33005
2020/2021,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,26948
2021/2022,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,41834
2022/2023,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,44363
2023/2024,"All census metropolitan areas, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590322755,194.5.1.1,45682
2017/2018,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9732
2018/2019,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9451
2019/2020,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9425
2020/2021,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9494
2021/2022,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9699
2022/2023,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9216
2023/2024,"All census agglomerations, Ontario",,Births,Total - gender,All ages,Persons,249,units,0,v1590324813,195.1.1.1,9627
2017/2018,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,12143
2018/2019,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,12107
2019/2020,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,12357
2020/2021,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,12724
2021/2022,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,14068
2022/2023,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,14737
2023/2024,"All census agglomerations, Ontario",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590325155,195.2.1.1,15178
2017/2018,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,1271
2018/2019,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,1414
2019/2020,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,1250
2020/2021,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,1192
2021/2022,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,3548
2022/2023,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,3471
2023/2024,"All census agglomerations, Ontario",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590325497,195.3.1.1,4221
2017/2018,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,1546
2018/2019,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,1413
2019/2020,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,1261
2020/2021,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,1124
2021/2022,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,2062
2022/2023,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,1920
2023/2024,"All census agglomerations, Ontario",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590326181,195.5.1.1,1978
2017/2018,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,11540
2018/2019,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,10967
2019/2020,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,10920
2020/2021,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,10806
2021/2022,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,11193
2022/2023,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,10654
2023/2024,"All census metropolitan areas and census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590352221,196.1.1.1,10325
2017/2018,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,7663
2018/2019,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,7562
2019/2020,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,7731
2020/2021,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,8339
2021/2022,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,8242
2022/2023,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,8819
2023/2024,"All census metropolitan areas and census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590352563,196.2.1.1,9030
2017/2018,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,12842
2018/2019,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,14561
2019/2020,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,13203
2020/2021,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,9375
2021/2022,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,19279
2022/2023,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,23919
2023/2024,"All census metropolitan areas and census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590352905,196.3.1.1,21815
2017/2018,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,2190
2018/2019,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,2094
2019/2020,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,1653
2020/2021,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,1924
2021/2022,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,2405
2022/2023,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,2650
2023/2024,"All census metropolitan areas and census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590353589,196.5.1.1,2725
2017/2018,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,9526
2018/2019,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,9046
2019/2020,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,8954
2020/2021,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,8955
2021/2022,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,9277
2022/2023,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,8765
2023/2024,"All census metropolitan areas, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590355647,197.1.1.1,8495
2017/2018,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,6659
2018/2019,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,6525
2019/2020,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,6680
2020/2021,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,7193
2021/2022,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,7022
2022/2023,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,7538
2023/2024,"All census metropolitan areas, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590355989,197.2.1.1,7724
2017/2018,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,11284
2018/2019,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,12853
2019/2020,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,11338
2020/2021,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,8222
2021/2022,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,16392
2022/2023,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,20490
2023/2024,"All census metropolitan areas, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590356331,197.3.1.1,18584
2017/2018,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,1999
2018/2019,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,1847
2019/2020,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,1474
2020/2021,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,1607
2021/2022,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,1996
2022/2023,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,2256
2023/2024,"All census metropolitan areas, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590357015,197.5.1.1,2318
2017/2018,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,2014
2018/2019,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,1921
2019/2020,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,1966
2020/2021,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,1851
2021/2022,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,1916
2022/2023,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,1889
2023/2024,"All census agglomerations, Manitoba",,Births,Total - gender,All ages,Persons,249,units,0,v1590359073,198.1.1.1,1830
2017/2018,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1004
2018/2019,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1037
2019/2020,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1051
2020/2021,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1146
2021/2022,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1220
2022/2023,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1281
2023/2024,"All census agglomerations, Manitoba",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590359415,198.2.1.1,1306
2017/2018,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,1558
2018/2019,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,1708
2019/2020,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,1865
2020/2021,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,1153
2021/2022,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,2887
2022/2023,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,3429
2023/2024,"All census agglomerations, Manitoba",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590359757,198.3.1.1,3231
2017/2018,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,191
2018/2019,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,247
2019/2020,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,179
2020/2021,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,317
2021/2022,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,409
2022/2023,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,394
2023/2024,"All census agglomerations, Manitoba",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590360441,198.5.1.1,407
2017/2018,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,9980
2018/2019,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,9679
2019/2020,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,9462
2020/2021,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,9062
2021/2022,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,8750
2022/2023,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,8368
2023/2024,"All census metropolitan areas and census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590400185,199.1.1.1,8426
2017/2018,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,5640
2018/2019,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,5711
2019/2020,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,5806
2020/2021,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,6433
2021/2022,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,6595
2022/2023,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,6926
2023/2024,"All census metropolitan areas and census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590400527,199.2.1.1,7050
2017/2018,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,13489
2018/2019,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,12593
2019/2020,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,12022
2020/2021,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,6559
2021/2022,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,14761
2022/2023,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,24224
2023/2024,"All census metropolitan areas and census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590400869,199.3.1.1,22034
2017/2018,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1201
2018/2019,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1398
2019/2020,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1452
2020/2021,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1043
2021/2022,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1587
2022/2023,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1539
2023/2024,"All census metropolitan areas and census agglomerations, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590401553,199.5.1.1,1583
2017/2018,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,7482
2018/2019,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,7273
2019/2020,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,7146
2020/2021,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,6896
2021/2022,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,6552
2022/2023,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,6427
2023/2024,"All census metropolitan areas, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590403611,200.1.1.1,6472
2017/2018,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,3849
2018/2019,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,3911
2019/2020,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,3992
2020/2021,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,4531
2021/2022,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,4643
2022/2023,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,4834
2023/2024,"All census metropolitan areas, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590403953,200.2.1.1,4924
2017/2018,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,11659
2018/2019,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,10915
2019/2020,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,10485
2020/2021,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,5709
2021/2022,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,12852
2022/2023,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,21740
2023/2024,"All census metropolitan areas, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590404295,200.3.1.1,19137
2017/2018,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,1003
2018/2019,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,1161
2019/2020,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,1161
2020/2021,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,863
2021/2022,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,1417
2022/2023,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,1352
2023/2024,"All census metropolitan areas, Saskatchewan",,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590404979,200.5.1.1,1390
2017/2018,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,2498
2018/2019,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,2406
2019/2020,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,2316
2020/2021,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,2166
2021/2022,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,2198
2022/2023,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,1941
2023/2024,"All census agglomerations, Saskatchewan",,Births,Total - gender,All ages,Persons,249,units,0,v1590407037,201.1.1.1,1954
2017/2018,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,1791
2018/2019,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,1800
2019/2020,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,1814
2020/2021,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,1902
2021/2022,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,1952
2022/2023,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,2092
2023/2024,"All census agglomerations, Saskatchewan",,Deaths,Total - gender,All ages,Persons,249,units,0,v1590407379,201.2.1.1,2126
2017/2018,"All census agglomerations, Saskatchewan",,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590407721,201.3.1.1,1830
